A	famous	syn	notorious	悪名高い	使い方の欄で名指しした、意味の近い語
A	important	syn	essential	不可欠な	使い方の欄で名指しした、意味の近い語
A	borrow	syn	rent	(お金を払って)借りる・貸す	使い方の欄で名指しした、意味の近い語
A	annotation	syn	note	注・メモ	使い方の欄で名指しした、意味の近い語
A	comparatively	syn	relatively	比較的	使い方の欄で名指しした、意味の近い語
A	crucially	syn	importantly	重要なことに	使い方の欄で名指しした、意味の近い語
A	methodology	syn	method	方法	使い方の欄で名指しした、意味の近い語
A	reliability	syn	validity	妥当性	使い方の欄で名指しした、意味の近い語
A	validity	syn	reliability	信頼性	使い方の欄で名指しした、意味の近い語
A	dataset	syn	data	データ・資料	使い方の欄で名指しした、意味の近い語
A	biodegradable	syn	compostable	堆肥化できる	使い方の欄で名指しした、意味の近い語
A	compostable	syn	biodegradable	生分解性の	使い方の欄で名指しした、意味の近い語
A	cohesion	syn	coherence	一貫性	使い方の欄で名指しした、意味の近い語
A	inclusivity	syn	diversity	多様性	使い方の欄で名指しした、意味の近い語
A	morality	syn	ethics	倫理・倫理学	使い方の欄で名指しした、意味の近い語
A	chromosome	syn	gene	遺伝子	使い方の欄で名指しした、意味の近い語
A	pathogen	syn	virus	ウイルス	使い方の欄で名指しした、意味の近い語
A	rob	syn	steal	盗む	使い方の欄で名指しした、意味の近い語
A	steal	syn	rob	強奪する・奪う	使い方の欄で名指しした、意味の近い語
A	request	syn	ask	頼む	使い方の欄で名指しした、意味の近い語
A	can_2	syn	tin	(イギリス英語で)缶	使い方の欄で名指しした、意味の近い語
A	domestic	ant	foreign	外国の	使い方の欄で名指しした、意味が反対・対照の語
A	domestic	ant	international	国際的な	使い方の欄で名指しした、意味が反対・対照の語
A	maximize	ant	minimize	最小化する	使い方の欄で名指しした、意味が反対・対照の語
A	causation	ant	correlation	相関	使い方の欄で名指しした、意味が反対・対照の語
A	theorem	ant	hypothesis	仮説	使い方の欄で名指しした、意味が反対・対照の語
U	effect>have	連
U	effect>an	連
U	effect>on	連
U	search>for	連
U	search>look	連
U	light>heavy	別
U	respectful>be	連
U	respectful>to	連
U	respectful>toward	連
U	sensitive>be	連
U	sensitive>to	連
U	concurrent>with	連
U	define>a	連
U	define>as	連
U	domestic>market	連
U	incidence>the	連
U	incidence>of	連
U	maximize>efficiency	連
U	minimize>risk	連
U	minimize>damage	連
U	minimize>the	連
U	minimize>importance	連
U	synthesize>a	連
U	synthesize>and	連
U	underlie>a	連
U	abstraction>a	連
U	abstraction>level	連
U	abstraction>of	連
U	acceleration>rapid	連
U	acceleration>due	連
U	acceleration>to	連
U	acceleration>gravity	連
U	accreditation>receive	連
U	accreditation>gain	連
U	accumulation>the	連
U	accumulation>of	連
U	accumulation>evidence	連
U	accumulation>wealth	連
U	aggregate>in	連
U	annotation>a	連
U	annotation>text	連
U	asymmetric>information	連
U	baseline>establish	連
U	baseline>a	連
U	baseline>data	連
U	causation>and	連
U	comparatively>small	連
U	correspondingly>a	連
U	correspondingly>and	連
U	crucially>very	連
U	relatively>easy	連
U	relatively>low	連
U	methodology>research	連
U	parameter>set	連
U	parameter>change	連
U	parameter>a	連
U	proposition>test	連
U	proposition>a	連
U	quantitative>analysis	連
U	quantitative>data	連
U	qualitative>research	連
U	reliability>high	連
U	sensitivity>to	連
U	theorem>prove	連
U	theorem>apply	連
U	theorem>a	連
U	validity>the	連
U	validity>of	連
U	validity>an	連
U	validity>argument	連
U	validity>test	連
U	misinformation>spread	連
U	misinformation>correct	連
U	disinformation>combat	連
U	dataset>collect	連
U	dataset>analyze	連
U	dataset>a	連
U	dataset>set	連
U	cybersecurity>threat	連
U	configuration>system	連
U	connectivity>internet	連
U	connectivity>network	連
U	immersive>experience	連
U	immersive>technology	連
U	nanotechnology>of	連
U	robotics>a	連
U	robotics>laboratory	連
U	wearable>device	連
U	wearable>technology	連
U	wearable>a	連
U	biodegradable>waste	連
U	biosphere>the	連
U	biosphere>atmosphere	離
U	carbon_neutral>become	連
U	carbon_neutral>achieve	連
U	carbon_neutral>status	連
U	circularity>material	連
U	circularity>economy	連
U	consumerism>criticize	連
U	consumerism>encourage	連
U	decarbonization>industrial	連
U	degradation>soil	連
U	desertification>combat	連
U	desertification>prevent	連
U	disposable>income	連
U	emissions>reduce	連
U	geothermal>energy	連
U	geothermal>power	連
U	hydroelectric>power	連
U	hydroelectric>plant	連
U	microplastic>pollution	連
U	mitigation>risk	連
U	mitigation>climate	連
U	mitigation>of	連
U	minimalism>digital	連
U	overconsumption>reduce	連
U	photovoltaic>cell	連
U	photovoltaic>panel	連
U	photovoltaic>solar	連
U	photovoltaic>thermal	連
U	abolition>the	連
U	abolition>of	連
U	abolition>slavery	連
U	abolition>a	連
U	abolition>rule	連
U	activist>a	連
U	affluence>material	連
U	anthropology>cultural	連
U	anthropology>social	連
U	artifact>a	連
U	artifact>cultural	連
U	austerity>policy	連
U	authoritarian>government	連
U	authoritarian>regime	連
U	bilateral>trade	連
U	cohesion>social	連
U	cohesion>group	連
U	colonialism>the	連
U	colonialism>legacy	連
U	colonialism>impact	連
U	colonialism>of	連
U	constituency>a	連
U	constituency>key	連
U	dependency>on	連
U	demographic>change	連
U	demographic>data	連
U	efficacy>the	連
U	efficacy>of	連
U	efficacy>a	連
U	efficacy>treatment	連
U	efficacy>policy	連
U	feasibility>a	連
U	feasibility>study	連
U	feasibility>assess	連
U	feudalism>the	連
U	feudalism>decline	連
U	feudalism>of	連
U	fragmentation>market	連
U	fragmentation>social	連
U	gdp>growth	連
U	globalization>economic	連
U	globalization>cultural	連
U	humanitarian>aid	連
U	humanitarian>crisis	連
U	imperialism>the	連
U	imperialism>expansion	連
U	imperialism>legacy	連
U	imperialism>of	連
U	indigenous>species	連
U	inclusivity>promote	連
U	inclusivity>improve	連
U	investment>in	連
U	investment>education	連
U	investment>infrastructure	連
U	investment>a	連
U	judiciary>an	連
U	judiciary>independent	連
U	liquidity>market	連
U	liquidity>financial	連
U	logistics>network	連
U	malnutrition>suffer	連
U	malnutrition>from	連
U	monopoly>have	連
U	monopoly>hold	連
U	monopoly>a	連
U	monopoly>on	連
U	morality>public	連
U	morality>personal	連
U	nationalism>the	連
U	nationalism>rise	連
U	nationalism>of	連
U	polarization>political	連
U	polarization>social	連
U	psychology>social	連
U	psychology>cognitive	連
U	psychology>the	連
U	psychology>of	連
U	sector>public	連
U	sector>private	連
U	sector>technology	連
U	stakeholder>key	連
U	stakeholder>local	連
U	theology>systematic	連
U	transparency>promote	連
U	transparency>ensure	連
U	urbanization>rapid	連
U	accessibility>improve	連
U	accessibility>for	連
U	chromosome>a	連
U	chromosome>pair	連
U	chromosome>of	連
U	cognitive>ability	連
U	cognitive>bias	連
U	conductivity>electrical	連
U	conductivity>thermal	連
U	convection>current	連
U	convection>oven	連
U	diffusion>the	連
U	diffusion>of	連
U	enzyme>activity	連
U	genetic>information	連
U	genetic>factor	連
U	genome>the	連
U	genome>human	連
U	isotope>stable	連
U	mutation>genetic	連
U	mutation>undergo	連
U	mutation>a	連
U	neuron>sensory	連
U	neuron>motor	連
U	neurodiversity>a	連
U	neurodiversity>perspective	連
U	telemedicine>use	連
U	telemedicine>expand	連
U	wavelength>a	連
U	wavelength>short	連
U	wavelength>long	連
U	admittedly>but	連
U	admittedly>however	連
U	apprenticeship>complete	連
U	apprenticeship>offer	連
U	apprenticeship>an	連
U	arguably>the	連
U	arguably>best	連
U	arguably>most	連
U	authenticity>verify	連
U	authenticity>question	連
U	compatibility>with	連
U	counterargument>present	連
U	counterargument>address	連
U	counterargument>a	連
U	credential>academic	連
U	credential>professional	連
U	entrepreneurship>promote	連
U	entrepreneurship>support	連
U	ethics>business	連
U	ethics>research	連
U	internship>do	連
U	internship>complete	連
U	internship>an	連
U	internship>at	連
U	internship>a	連
U	internship>company	連
U	interdisciplinary>research	連
U	interdisciplinary>approach	連
U	pedagogy>language	連
U	pedagogy>digital	連
U	rhetoric>political	連
U	rhetoric>device	連
U	satire>political	連
U	satire>a	連
U	satire>work	連
U	satire>of	連
U	symbolism>religious	連
U	symbolism>visual	連
U	thesis>statement	連
U	thesis>write	連
U	thesis>a	連
U	number>the	連
U	number>of	連
U	number>a	連
U	rob>of	連
U	rob>from	連
U	steal>from	連
U	historic>a	連
U	historic>event	連
U	historic>decision	連
U	historical>evidence	連
U	historical>research	連
U	personnel>military	連
U	personnel>medical	連
U	insure>a	連
U	insure>against	連
U	request>that	連
U	request>should	連
U	request>do	連
U	request>a	連
U	request>from	連
U	request>to	連
U	light_2>dark	別
U	bear_2>be	連
U	tear_2>in	連
U	tear_2>burst	連
U	tear_2>into	連
U	wind_2>wound	変
U	wake_2>in	連
U	wake_2>the	連
U	wake_2>of	連
U	counter_2>a	連
U	counter_2>with	連
U	counter_2>run	連
U	counter_2>to	連
U	host_2>a	連
U	host_2>of	連
U	found_2>find	別
U	peer_2>pressure	連
U	converse_2>the	連
U	sound_2>safe	連
U	sound_2>and	連
U	can_2>a	連
U	can_2>of	連
U	rock_2>chair	連
U	rock_2>and	連
U	mean_2>be	連
U	mean_2>to	連
U	like_2>look	連
U	like_2>feel	連
U	like_2>what	連
U	like_2>is	連
U	bound_3>out	連
U	bound_3>of	連
U	bound_3>know	連
U	bound_3>no	連
U	bow_2>and	連
U	bow_2>arrow	連
